"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"492",-13.1493618343947,4.65984780123705,-1.77566709381048,-1.65683883156957,3.1420061919085
"497",-0.679770862396738,-4.24777974532358,5.29336295929605,-3.90812331517776,4.4709913692153
"498",-13.0403646611711,-2.04530822049546,2.99095734870272,-1.01000565397598,6.63882793617203
"499",4.14384998912185,-7.93603367875152,-3.56209508971631,-2.97444261864302,8.47975103404162
"505",-3.51697472004197,-21.6782973595568,-30.4525417015222,-0.660482255229444,-8.3755575303147
"506",-12.5350683930479,4.49495108857567,0.204714222997331,-1.30658916134457,0.775147140813054
"507",-1.07395984729427,-2.22016037712323,1.09671689059858,-6.40410018822005,0.331853123588682
"511",-0.887433235215745,-2.12507183905713,0.89117555586176,-5.19779641685627,0.159731310455313
"516",3.83398099789619,-8.28341662509668,-4.26626069454928,-2.28580797184111,10.4641571733352
"524",-12.4491798129005,6.4663761016201,-1.32105123928204,4.18835778363682,0.0903992411716104
"526",-5.9964656986583,5.82992336342226,-0.312862852598767,4.58034400789596,-4.40636160538089
"529",-3.48059233946555,-21.9837834194274,-30.2660949031276,-0.275660453846614,-8.73541945474384
"531",-6.04784231291173,7.06005267703353,1.13380222544622,3.27529787866233,-3.89258283185615
"532",-13.3077538297669,5.2828873784193,-5.62625473162306,3.68426149467697,-0.405455600775106
"536",8.36412763482994,-1.44599171194867,-1.98049595206456,-3.38814212608623,2.6749446215625
"538",-11.253446289128,7.69720191975688,-1.18167602992875,3.51489725819715,-1.07832457902017
"544",8.53145001034826,-1.36083982653319,-1.55901265239231,-2.9086984658267,2.06306820547331
"546",-20.7392607084322,-8.87597372648523,-20.9707615057798,0.155681524782981,-10.8267010933587
"553",7.10702112199272,0.489737277891338,-2.44150129107522,-2.25125147250281,1.35871505216693
"554",-14.3458175332963,2.72358262046057,0.637308445211444,-1.47385111805421,5.64633561890371
"561",-14.3458175332963,2.72358262046057,0.637308445211444,-1.47385111805421,5.64633561890371
"566",-14.5191392078999,2.80161878725953,0.70137791408908,-1.77381196798445,6.0269436295103
"570",3.90861980458459,-7.44574799114589,-3.39500754902932,-1.79582106996727,6.42268477781984
"571",-0.814497631997326,-1.94608805894096,0.771064772496589,-5.01281741068559,0.310395547246072
"574",8.23232472647888,-1.42098673596344,-1.86510239010461,-2.88519824352876,2.41862647084635
"578",8.0749689205099,-1.44964578776574,-1.97795404071696,-2.92289477697487,2.54004178982332
