"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"110",2.26190337596846,-12.6539998788017,8.87401162603468,4.44313787486711,-1.00010766916031
"136",-3.51288187677994,-6.62150391052573,9.33752334696612,1.77907134521683,-3.5517293983836
"40",3.36756381960361,-9.21245414685815,8.30842885402921,8.74620718349046,-2.42803403713352
"11",5.24794286524089,4.74554597872425,0.627553707644325,-3.04612312817462,-4.14650880356989
"92",1.84751691795903,-12.9334876055483,9.02831014548621,4.21393201927434,0.249450186438678
"109",1.51788703164889,1.48665570311729,2.78488561903334,-9.81707486811728,1.20484364409325
"121",3.93716962709373,-10.3260905207972,8.96207193827028,3.74670541240022,-1.80510212999889
"83",3.78136858458039,2.25675375935191,1.38363850739839,-10.0161806186712,-2.86031586922974
"31",11.5428773849978,6.67915377165367,-4.18868475461305,5.44308993922405,0.891481644255753
"27",4.9365351618469,3.7043150017493,0.576671728213884,-6.9966827329886,-2.11215666698857
"472",-21.0199141115541,-9.10176063405286,-21.3687459410182,-0.0204515477810011,-11.0537013691758
"425",9.85553849329145,0.405741832275534,-2.72601641104178,5.60236104616232,0.32062646361512
"541",-3.58219325285699,-21.9625861783471,-30.247979566271,-0.412960997628344,-8.61009946099341
"533",-5.21613296236625,7.43652780638722,0.98980117684377,3.44786890130759,-4.03264746190773
"414",-0.0516706907187564,1.2189776116438,1.00124135617539,-5.91895880122918,0.850423122014397
"550",-13.7744970699305,4.39265203349994,-6.6095937918612,3.60183167828761,-1.05401728409274
"504",7.08617003267174,-4.01805281081932,-1.93863058643334,-3.01794682375791,4.18341597877853
"558",-9.11230618692619,-7.88948156355924,-0.31176975224792,-2.0080893985263,5.76187918148744
"417",-5.97493181778387,2.05309232427932,2.18375980046174,-3.69286084996734,-1.83668526206115
"455",3.60285657841063,-0.699501787428271,1.02581570981997,3.98003488658402,3.74761950401848
"485",1.53183417080945,-11.4682662756457,7.45291577474654,3.63409539133974,-0.0949759540181638
"454",-3.99495781787911,-7.71369486582984,3.88804459689032,-3.91154279673903,6.16603324071771
"534",-13.3256694853108,4.44871268379827,-1.72483468645241,-1.94966472710556,3.21512577837036
"527",7.20042832715737,0.755487942634625,-1.75608526205683,-3.32202801369714,1.5092632290212
"512",4.10938089889566,-8.29640199813257,-3.50674241518125,-3.84182879747471,8.60393646600284
"493",-0.525739756081658,-0.793251966501308,0.540872077097345,-4.58432686007138,1.51768747432269
"443",-8.40550122054235,-0.253280307126082,4.65890566099899,-2.11116338152902,8.42683672165025
"525",-11.9860859909924,9.08151938428709,-1.83145101430726,4.63566423439054,0.0718450743749557
"436",0.300367147361329,-0.293575855811389,1.69486290727274,4.32745606571004,5.03543387030171
"517",1.93462764037864,-1.22895376535626,-5.40201386185076,2.51659850406516,8.26273383582866
"423",-4.14580701787879,6.16403635866285,2.67280068238278,4.59520177257819,-7.67343590075437
"441",4.37317211084775,-3.37017901535912,-0.511199666069163,-3.25952567810211,8.38288622290875
"461",-8.37707579242898,0.766325435637514,3.74556396502999,-2.25307443508613,-0.18787554975939
"567",-10.2084911868176,1.03567498054362,1.96704799127201,-0.848446363055206,2.38552517933686
"447",-9.2668826081488,7.79616839773913,1.44164346582533,4.64691377566461,-6.18189551638389
"503",-12.2728806417732,-1.14414999836884,1.22563154512395,-0.686431796731844,9.71187887499244
"467",8.58709901554516,-1.15592059395804,-1.80149320864559,-2.93154901623843,2.26788915297624
"430",9.05712020184912,2.60458785975646,-2.75674795157058,4.43912836441697,-1.57473977134433
"569",-5.8712882230572,0.824385787421466,1.8177715315811,-4.1464548516329,-1.25333455200674
"557",-14.4187531365148,2.54459884034439,0.757419228576623,-1.6588301242249,5.49567138211295
"422",-0.410435150078919,-4.38866048533557,-3.67045802909217,-0.0336217536001761,13.0962424844859
"513",-0.510427383891021,0.273922307689163,0.219245637607046,-7.89289934191495,-0.785795325559324
"549",6.99085486813479,-0.102384190446057,-7.49401840222471,4.63964575016399,6.01193024482155
"481",-7.31280879730854,2.88837086061174,2.30517199725988,-2.33147115778744,1.49077058619978
"565",5.3774490495026,-3.38563592995824,-3.48202924789974,3.24366901256803,4.6151700192743
"514",-8.88938880483601,-2.86503993059275,1.87119942867398,-4.02706080561811,6.23324747264155
"545",4.42862304394151,-5.03591303196685,-3.19814758413545,-2.04079324643904,8.29329583617707
"502",-13.4078868091043,5.97438548062923,-1.12858213296113,3.94759348414242,4.71435286703517
"453",-12.8249628718794,1.93460421634618,1.60661541419184,7.70232899939705,5.36360032188259
"458",0.326826873898342,0.888627498414505,0.428868869446715,-0.849522763673801,-1.25792711921059
"444",-4.99349550145808,6.02086505543811,1.88223430901974,3.14425518041232,-4.46368277842127
"419",8.72778152572847,2.94405393493191,-2.90580419595413,1.63134987452585,0.601745219091223
"523",-11.2153092549132,9.54370573278312,-4.03394707687265,3.94301215456449,1.47445301277077
"564",-7.32194323027249,-5.1742516765401,3.7478302488173,-2.21718261728698,6.59552250009553
"535",-1.58674301603689,-7.04357972749502,-6.35125743534229,0.612074407574645,11.7139777105952
"433",0.605639364579417,-0.357351806144697,0.85739881382706,-5.13738447926504,-0.261003631926538
"480",-6.78100727251773,0.682806022413313,2.63941344107288,-2.68356517951134,-2.42127419696115
"563",5.36062800045968,-0.700078536788591,-1.99157774220422,2.0922237146402,1.5951072477516
"418",-12.9320211026052,0.0811343286588262,2.57720106573949,-0.887200203401705,10.6962526014869
"528",-2.03652149020432,-20.7973497720912,-27.180251225236,-0.337657345329177,-7.63941138106391
"426",-5.96204551132665,7.12774877751251,0.55682589533888,2.01671587346532,-3.30134720128061
"491",3.83398099789619,-8.28341662509668,-4.26626069454928,-2.28580797184111,10.4641571733352
"543",-1.65705440234364,-5.95168318609252,-7.57303761321292,3.12459167993782,10.8582000780682
"466",-5.5801838360842,0.42359022414991,3.03514803972639,-2.80062155830866,-2.0974166862202
"473",-0.289476920459474,-0.960286252400223,0.882057370656859,-5.73152000260977,1.28488898607951
"435",-0.409788948442476,-0.699429559335093,0.355300868350327,-3.18171608106415,-0.00306818757239622
"420",-6.60012684219054,7.56823415578805,-0.0130235952472894,4.20755024680088,-3.05967538839848
"552",2.13719573970898,-10.2296074226388,7.67051543574712,3.73813470944234,-0.0671825379899745
"537",-1.98291764203187,-8.45252099406368,-3.89879981021987,-0.0753581346033227,13.2650470418428
"465",-5.41172874300987,1.72903205663284,1.92174321036292,-4.04156921542361,-1.61093790740952
"484",-3.11289030271979,-22.1919771906338,-31.1791903771695,0.772284128457487,-6.87191752977977
"479",6.88618129352587,0.116362415900602,-1.54498252490296,-3.38351993206103,1.52517849560658
"424",-13.4045582008641,3.59775059253834,-0.135431720746563,-1.05928294692507,1.05885946379166
"462",-12.9040967187217,0.26411269330125,-0.212812615915372,-1.77860400848989,8.52161165542024
"573",8.8007103847792,1.61595104445067,-2.1949309831645,-3.24082749079546,1.46553787681748
"560",-5.19282584999135,4.82605069983271,1.84932909203885,2.89065411336837,-2.21673718959159
"421",-7.30467344726127,1.51714436915013,1.1198859487614,-3.56447511460612,3.40520872401318
"434",-2.55382248443324,-4.34758834268169,-3.05200398748245,-4.81137730248504,-0.682314989410078
"522",-13.1739552175237,5.70403634205891,-1.23651791815882,3.13388211864125,-0.016539818355829
"521",-20.3885738617262,-8.19293887042583,-20.4102956694929,0.649719617528065,-10.467599555178
"520",-15.0334615361595,5.83861408471371,1.11568057524752,-0.305924478460487,-2.12858593029378
"486",3.54923455396924,-7.6596163581651,-4.02101184381638,-3.93321537667266,9.17093252300398
"572",-12.3890064272221,6.2536859626077,-1.21780262427496,1.56489687214516,1.3558886844682
"562",8.00845289723954,-1.44933130487602,-1.88076310124069,-2.74830705764805,2.50596055980312
"487",-0.49023827845255,-1.05057689486662,1.3663368586508,-5.43841544147321,-0.167181662963583
"478",-12.5606193937955,6.4374374042133,-0.92676667406328,3.71611701528174,-0.457418759812991
"548",-9.67018654174046,5.24822746761277,1.4229345140844,-2.54420257825246,-1.12411118254855
"416",0.403343443251491,0.817846639356306,1.60985805461708,-5.21202603489786,1.13707698525096
"539",-11.8030242557333,6.8200015909844,-0.991189120777531,4.20722608315032,-0.915841850547871
"568",-14.0002832051776,3.93063926894482,0.30103666459354,-0.801468318680877,7.17166114348005
"489",-6.21831964649999,7.9656999529449,-0.135801332528042,3.27688107836376,-2.85806065050581
"452",3.60127413179562,-7.54604394711249,-4.64049161668795,-2.39061023564552,8.80560514420775
"490",-9.92464720464383,-2.93565148428046,1.64636010941914,-3.6846475473344,6.63321270826025
"494",-17.9171818177397,-10.3868676789618,-19.2049474646917,0.779492120281726,-12.80837171966
"500",0.751202827934883,0.163558158793692,0.566224648906071,-2.97998059470101,1.44884587781336
"551",8.89236703697157,3.38401563328355,-4.62628698435438,2.30137247609322,1.48077007745444
"450",0.0211221069308552,1.72244989236661,0.598481105716809,-7.71488957243181,-0.846518246134412
"413",-7.48181609538604,5.63202925618053,1.69863396322552,-2.3618177751147,-3.01382586448012
"440",-0.57623067790572,-8.01660926726855,-5.89532665704384,1.4696931076755,10.6018986728692
"576",6.62150706946151,-0.29142553074983,-1.62503105902375,-3.59408259605551,1.6182169847544
"495",-12.4083298738392,8.82381277203185,-2.18909554370739,4.55869647926319,0.132512455331787
"519",-0.814497631997326,-1.94608805894096,0.771064772496589,-5.01281741068559,0.310395547246072
"470",-14.78747861291,6.5401859271859,-1.93063811920201,0.387649223275791,10.7203472931589
"540",2.12900775220047,-11.0653096796247,7.55978526029213,3.62235546051429,-0.818257260230737
"468",-6.0045705362907,6.22179458919434,1.24997433305795,2.95467210532722,-3.96601390375228
"508",8.70093702301549,-1.68557278565989,-2.13724146822581,-3.05639838048465,2.68682361489141
"559",3.98911516146535,-7.24597461072483,-3.52748187688018,-1.56435142793439,6.62191045343356
"476",-0.879705579655055,-1.82604700331765,0.874959992579967,-5.85005714549312,0.559494679342846
"437",-9.10423713210034,7.60308737681342,1.73120580144889,4.66321141682793,-6.71376258063788
"547",-12.1015687415766,6.39135698054252,-1.19832808122081,1.43787298649601,1.21858325948925
"542",-13.826334873697,3.975720260965,-7.64036081415849,3.90709045152797,-1.53368113735583
"459",-0.0127555466821906,-0.496703472673468,0.599797917046363,-6.36662239385697,0.176268954465836
"518",-13.2818377951037,-2.40713170943969,3.08241018860893,-1.20461726675543,6.66936569844517
"471",-1.39869330878776,-2.28403944868816,0.824208681451257,-5.94930142979892,0.854837161924107
"501",-6.63293569093613,6.0919260777651,1.93442732887299,2.68526962080488,-1.14453699448877
"445",-13.2656792342839,5.79002975378717,-4.2498205413414,3.38607350510482,0.39849465508977
"427",-7.37784770855329,3.89198605758974,-0.314730336744379,-2.57967281470236,2.5241500606321
"483",7.16290115492699,0.263475937320015,-1.40224934079197,-3.46820516100715,1.2108543480936
"577",8.44435677245262,-1.31740027121073,-1.96506574985915,-2.89380472736492,2.52855410512796
"556",4.14259630812801,-8.06057535070758,-4.11978269194061,-4.07663401301375,10.0180257228646
"460",-2.36798877337523,-8.64253645301117,-7.14559128269963,0.412065396021693,13.816304836857
"428",9.51835405192942,0.252089934407937,-2.56918762698446,5.58350052480026,0.337806143201498
"446",-0.750285380104797,1.39004756601079,0.00384469576852338,-8.18607778483354,-0.170609094881404
"496",-4.37032232121543,5.65854040522382,1.19433684872532,0.768340964456262,-1.64150170019156
"510",7.32415071424301,-4.22578923208298,-1.62841076885901,-2.62740913309748,3.8105694622853
"515",-11.3617719984754,8.94091760814038,-1.67203922892123,3.80900110867751,-0.591411872660816
"457",-6.66103676372496,7.76254243320369,-0.0162326025054738,3.79670240886983,-3.60588250909253
"442",9.01095994802787,2.3785092077044,-3.5929413743583,7.09811458446337,-1.00948994988225
"449",-6.05779394758158,6.06031876506606,0.347676925183707,4.35774172620349,-4.02515285158303
"555",-6.33136893365845,7.2905977334307,0.352079465878366,2.76336645409319,-3.43725201915097
"530",-13.1924049282893,4.86432446286284,-1.19276974255825,-2.8817844375983,1.31613961991816
"509",-5.73314935301206,7.06206736265831,1.32692568153923,2.98063761240576,-4.27265486812114
"575",-14.2391096156693,2.77020615611675,0.763424943009531,-1.82811697710515,5.3688511662905
"439",1.90060688828406,-11.2088293497926,7.5329795259869,3.40172810171557,-0.79602361691839
"2",-5.37224625078535,-8.70519954555078,6.29134364004498,0.742573406913901,-1.72487010087126
"3",8.32098600827227,1.55780648740324,-2.41011266796972,-0.704879926458521,1.50231910821225
"54",11.3405237624638,6.96956683407924,-4.60667645637807,5.00796196449746,1.44411963714181
"60",3.60347391436395,2.1488890394747,0.966461945988746,-10.0771063142607,-2.20515397913598
"67",-3.37343025029117,-6.44283461329928,9.12022162412469,1.78946263206068,-3.36698393157265
"68",3.73212404312699,1.7320389380252,1.33544468344698,-9.38893831379185,-2.71659040013836
"71",12.0734964630197,6.61485792982249,-3.76241834883795,6.25219812091846,0.308686005857055
"76",11.4940690736615,5.88592419240814,-3.57733271885338,5.77282364090687,0.495788651954023
"77",5.59827693783011,2.6301683678027,-1.815014653657,8.15185930730581,-0.407390472813555
"82",4.1769048452322,4.59674096671199,-0.112884242024489,4.24074486495064,-2.68192639123114
"95",3.0792976345862,5.21939612560351,-0.291861052672576,-2.74844507623193,-4.33088270832821
"106",11.6488295901083,2.68902088672892,-3.25617595587035,3.83911267992942,-2.80037097871426
"107",3.16006803809176,2.74878520663294,1.305201568434,-8.38308685122444,-2.26633507980346
"115",4.11275110466084,2.15501416656333,1.85114356537999,-8.5556298628668,-3.03107018879653
"116",2.39414421903813,-12.616823743039,9.07671092905342,4.63139269901814,-1.24921166559627
"119",2.81909211091453,0.849761632734313,3.3719751167372,-7.97793918732156,-1.25448734628827
"122",4.61755818408274,-10.496576981619,9.07767901445891,3.94639273572548,-2.2506329530309
"124",-3.4783190428504,-6.39436150291026,9.19952030955953,1.78935757054515,-3.49042979548464
"131",-10.2821341595608,10.6412684763102,-1.50820670158177,3.6022267277809,-1.90935592167467
"132",-2.86457274015522,-6.10181638007416,8.94678041817456,2.02611107222138,-3.36794940906959
"133",4.76406187468519,-8.84846043499942,8.36380444842808,5.79972837470551,-1.97590739259442
"134",1.94685196786785,2.724239839033,1.68182602962065,-8.08840248513894,-2.7606402287054
"135",-2.76773853528523,-7.42403951533668,8.89717702997035,2.50168034559596,-4.39332249742416
"137",3.69587696009353,1.98242289477711,1.80419060840435,-8.66430344481206,-2.85505757263426
"139",11.1798041947409,6.27972149457485,-4.44690312163135,4.62776506572055,1.73384645412101
"142",10.8478549740627,6.61588652650909,-4.51189296382358,4.86911398375212,2.5708117467953
"143",-7.00541168269422,8.38450000787633,1.74499679338795,4.43374660363998,-7.12162370470888
"145",6.36695580014266,2.41703150697588,-2.87852126423016,0.568986979650065,-0.0494522619997483
"148",10.9986125922306,7.2893907880805,-4.66972817058988,4.41220490088203,2.28613083095474
"149",-11.6868425479109,9.43658155902137,-1.71813990424412,5.16708204509687,2.72934988430614
"150",3.26569434187546,-9.14023893157117,8.37927546982813,8.7999481018318,-2.24982185201675
"153",11.1289288885042,6.87957129857305,-4.46400678958791,4.60637450862521,1.91036894547812
"154",1.27624256292899,-0.143562433519962,2.33020937123418,-7.46210596236491,2.67395537978726
"155",1.83818011168281,-11.0066300297806,7.84257264057105,3.14624143270029,-0.909532191172637
"156",3.46914654914164,2.59729179251876,1.66838523077294,-8.88382469831972,-2.96420788154287
"157",-4.40592237716478,-7.35107119875666,7.44089309071962,0.794959223226812,-1.48082733067917
"159",-6.19955176766459,7.28078696599862,1.91329111364531,4.1520436296757,-7.37227331785904
"160",0.801225620618484,-8.74075068302736,8.63689815220939,1.02532906503203,-2.35832881610046
"162",3.81568763012597,2.73819522231725,1.72064030633751,-8.73113417294175,-3.17897465560767
"163",-2.78836258074189,-7.08819287415399,9.5859951205165,1.88640192466654,-3.93901338347133
"164",2.14931135941054,-12.7986174821341,9.07474046692488,5.09181930278397,-1.50770811860689
"165",11.3750342542574,6.35302146117735,-4.42939706718683,4.618968538771,1.61926840801085
"415",-0.292794302148271,1.70606017025066,0.172079413724485,-8.38103831966084,-0.721465716449075
"429",8.19953363983016,-1.36400436965681,-2.09750051613493,-2.94960347231925,2.5102867775559
"431",4.14384998912185,-7.93603367875152,-3.56209508971631,-2.97444261864302,8.47975103404162
"432",-5.87017107959604,7.43142410301649,0.622229272110235,1.67610685431109,-3.63045054453069
"438",8.59251434242624,-1.33614336710316,-1.46782235588246,-3.11664350800357,1.87028876178662
"448",-4.51338399447904,6.03770658591472,2.20726606796795,4.71079616189346,-6.92352709870903
"451",-0.711724051737547,-4.02032285481838,5.25255086136572,-3.7232493705226,4.49820974209409
"456",-8.08994973375371,5.66147626266298,1.86479448442539,-2.58879907681987,-2.81565982674534
"463",3.81380915633986,-8.32529492609347,-3.3465110264027,-3.39834228476861,8.3067718871098
"464",-14.3701613226434,12.3321853168197,-6.51302095577707,9.28008541057525,8.2808669496348
"469",4.37317211084775,-3.37017901535912,-0.511199666069162,-3.25952567810211,8.38288622290875
"474",-7.13986341231223,1.99980347477028,1.06517854216758,-3.72010512758967,3.22676961755386
"475",-14.5191392078999,2.80161878725953,0.70137791408908,-1.77381196798445,6.0269436295103
"477",-0.995369724414446,-1.78854504294665,0.854903916944074,-5.15997971381,-0.00586184326316128
"482",-6.21181125310622,7.39166226432621,0.0745384368280259,3.33490236323735,-2.4073922458326
"488",-3.55320856294884,-21.7948202588741,-30.3723835549058,-0.778049961612873,-8.45353303726081
